video,numFrame,seconds,fps,rfps,subset,featureFrame,duration_second,duration_frame
v_MXN34b2OUjQ,740,24.85,30,29.77867203,training,736,24.85,740
v_MXbwIfqSq_Q,6796,227.02,30,29.93568849,training,6784,227.02,6796
v_MY6o5ZObFLE,2756,91.95200000000001,30,29.97215939,training,2752,91.95,2756
v_MYB_4V-Pddc,5166,206.59,25,25.00605063,testing,5168,206.59,5166
v_MYFVsllwDnc,2897,96.68799999999999,30,29.96235314,validation,2896,96.69,2897
v_MYLqqR528eU,4176,167.09,25,24.992519,testing,4160,167.09,4176
v_MYRsm8m9mk4,3530,141.247,25,24.99168124,training,3520,141.25,3530
v_MYWnPFGvxwQ,1381,46.14,30,29.93064586,training,1376,46.14,1381
v_MYi6p113py8,5292,220.78,24,23.96956246,validation,5296,220.78,5292
v_MYzG-TsW8w8,1450,48.437,30,29.93579289,training,1440,48.44,1450
v_MZ4yIxM6snw,2313,115.706,20,19.99032029,training,2288,115.71,2313
v_MZQmJZ_31O0,5365,223.778,24,23.97465345,training,5360,223.78,5365
v_MZiBlBhpq-Y,4905,163.72,30,29.95968727,training,4896,163.72,4905
v_MZkc1bGdVPg,4542,151.464,30,29.98732372,testing,4544,151.46,4542
v_MZz0OTfvjrY,3069,102.42399999999999,30,29.96368039,training,3072,102.42,3069
v_M_6oQOAMe0s,4827,161.12,30,29.95903674,testing,4832,161.12,4827
v_M_CU9guT3C0,2939,98.27,30,29.90739799,training,2928,98.27,2939
v_M_E1i4S8Vp0,2935,101.30799999999999,29,28.97105855,validation,2928,101.31,2935
v_M_Jib8gkQpg,257,8.62,30,29.81438515,training,256,8.62,257
v_M_LSDRzVN38,651,43.583999999999996,15,14.93667401,training,640,43.58,651
v_M_OPqcaCDYI,4760,190.451,25,24.99330536,training,4752,190.45,4760
v_M_WEOecjwLY,2522,100.98,25,24.97524262,validation,2512,100.98,2522
v_M_hfBH8xEig,1938,64.72,30,29.94437577,training,1936,64.72,1938
v_MaJlWFemO68,363,15.67,23,23.16528398,validation,352,15.67,363
v_MaYV3jnGr6g,4819,160.961,30,29.93892931,training,4816,160.96,4819
v_Marb8CMxPV0,4397,175.938,25,24.99175846,training,4400,175.94,4397
v_MbCAiWBhAjo,4055,135.35,30,29.95936461,training,4048,135.35,4055
v_MbCIH5bay4Q,475,31.63,15,15.01738856,training,464,31.63,475
v_MbEoZXWVc-I,3436,114.70700000000001,30,29.95457993,training,3440,114.71,3436
v_MbEtgOmOY-4,2063,171.78,12,12.009547099999999,validation,2064,171.78,2063
v_MbjyQGdTtK8,3894,129.99,30,29.95615047,testing,3888,129.99,3894
v_McFsP60TqH4,1882,62.88,30,29.93002545,training,1872,62.88,1882
v_McfQMw15TgQ,2339,78.112,30,29.94418271,testing,2336,78.11,2339
v_Mcutz37Bowg,1727,72.05,24,23.96946565,training,1728,72.05,1727
v_McwVhHxdr5g,729,24.313000000000002,30,29.9839592,training,720,24.31,729
v_Md9vHrFsggM,5433,181.18599999999998,30,29.98576049,testing,5424,181.19,5433
v_MdFHY1UBH5w,7909,265.79900000000004,30,29.75556718,testing,7904,265.8,7909
v_MdJ4WZvo2tg,390,13.05,30,29.88505747,testing,384,13.05,390
v_MdOAr_4FJvc,6990,233.13,30,29.98327114,validation,6992,233.13,6990
v_MdrK2uQ-GvA,2115,70.71,30,29.91090369,validation,2112,70.71,2115
v_Mdt2E8KYpCg,1291,51.688,25,24.97678378,validation,1296,51.69,1291
v_MduMjuxuIac,2711,180.81,15,14.99363973,training,2704,180.81,2711
v_Me3ykrZobJE,3225,134.61,24,23.95810118,training,3216,134.61,3225
v_MeGHSbUpM-U,6879,229.39,30,29.98822965,training,6880,229.39,6879
v_MeHEDK_Y8sE,4476,149.31,30,29.97789833,training,4480,149.31,4476
v_MewROhYmQP0,1547,62.04,25,24.93552547,training,1552,62.04,1547
v_Mf3IyeMF8ug,5372,214.95,25,24.99185857,testing,5344,214.95,5372
v_MfFM_a26bR8,3232,107.88,30,29.95921394,training,3232,107.88,3232
v_Mfk4bUp_ZC0,2418,80.736,30,29.94946492,training,2416,80.74,2418
v_Mg3_BN9t9JY,3334,133.42,25,24.98875731,training,3328,133.42,3334
v_Mg8y0rgD16M,4640,185.69,25,24.98788303,training,4640,185.69,4640
v_MgLQZD76PaI,1959,65.43,30,29.94039431,testing,1952,65.43,1959
v_MgjxjBxGrQU,6958,232.22,30,29.96296615,testing,6944,232.22,6958
v_Mgvj2B6MyjI,528,17.67,30,29.881154499999997,training,528,17.67,528
v_Mgy7IRETxSk,5281,176.263,30,29.96091068,training,5280,176.26,5281
v_Mgym0F-T7Js,4495,179.96,25,24.97777284,validation,4496,179.96,4495
v_Mh-qSztuLtE,696,23.34,30,29.82005141,training,688,23.34,696
v_MhO48WnApoM,4304,143.686,30,29.954205699999996,training,4304,143.69,4304
v_MhWIIdVyWVs,3576,238.56,15,14.98993964,training,3568,238.56,3576
v_MiEIeitUNFs,892,35.74,25,24.95803022,testing,896,35.74,892
v_MiOJxYa5Nt4,516,17.28,30,29.86111111,validation,512,17.28,516
v_MiTIi_QYt2k,3397,113.45,30,29.94270604,training,3392,113.45,3397
v_MiTTWddOuaM,2501,100.053,25,24.99675172,training,2496,100.05,2501
v_MidLOhRnpnU,2567,102.75,25,24.98296837,testing,2560,102.75,2567
v_Mil3AyFfjX4,207,6.966,30,29.71576227,training,208,6.97,207
v_MinmayCk2Nk,1156,38.64,30,29.91718427,training,1152,38.64,1156
v_MjHlAvy2qVY,3001,120.141,25,24.97898303,training,2992,120.14,3001
v_MjRsR_7ECi8,750,30.14,25,24.88387525,validation,752,30.14,750
v_MjljlkQaHh4,728,24.566999999999997,30,29.63324785,validation,704,24.57,728
v_MjmDj36sVxM,980,32.76,30,29.91452991,validation,976,32.76,980
v_Mk1gOZ5EOUk,2588,86.51799999999999,30,29.91285051,validation,2592,86.52,2588
v_Mk7Yjq1U8OI,4569,152.56,30,29.94887257,testing,4560,152.56,4569
v_Mk9PMED8K4g,5055,210.88,24,23.97097876,validation,5056,210.88,5055
v_Mk9n7isIyBs,3406,136.325,25,24.98441225,training,3408,136.32,3406
v_MkKUQ4MMHd8,937,37.547,25,24.95538925,validation,928,37.55,937
v_MkL-tApJgXc,2010,67.06,30,29.97315837,training,2000,67.06,2010
v_Mkljhl3D9-Q,3700,148.1,25,24.98311951,training,3696,148.1,3700
v_MkouTZhtvEI,1437,57.54,25,24.97393118,training,1440,57.54,1437
v_MlGh0geYhSg,1484,61.93,24,23.96253835,training,1488,61.93,1484
v_MlbM7Mew0Ys,5836,233.547,25,24.9885462,training,5840,233.55,5836
v_MldEr60j33M,773,25.87,30,29.88017008,training,768,25.87,773
v_MldT9eNxLrQ,1800,60.047,30,29.97651839,testing,1792,60.05,1800
v_MleQSQt6Utw,5421,180.977,30,29.95408256,training,5424,180.98,5421
v_MleVjHU-wI8,6960,232.32,30,29.95867769,training,6960,232.32,6960
v_MlkXsUDCoww,1536,51.386,30,29.89141011,training,1536,51.39,1536
v_MlnK2sa7mm4,4722,157.53,30,29.97524281,validation,4720,157.53,4722
v_MlxMV7WH9-g,3053,101.936,30,29.95016481,training,3056,101.94,3053
v_Mm-bwu8Q2IU,2473,82.501,30,29.97539424,validation,2464,82.5,2473
v_Mm6iYEyY9dI,7006,233.825,30,29.96257885,training,7008,233.82,7006
v_MmIxh3MWWME,917,30.651,30,29.91745783,testing,912,30.65,917
v_MmOQhq95Z_g,5478,182.86,30,29.95734442,validation,5472,182.86,5478
v_MmOVjM5-D-U,2793,93.15899999999999,30,29.98100023,validation,2784,93.16,2793
v_MmYNcmba_Ps,730,30.51,24,23.92658145,training,720,30.51,730
v_Mmdcsw_SEzc,1234,41.425,30,29.78877489,training,1216,41.42,1234
v_MmipoQF8EJs,1904,76.208,25,24.98425362,validation,1904,76.21,1904
v_MnZ9L54twws,4092,136.626,30,29.95037548,validation,4080,136.63,4092
v_Mn_wH5lwlkc,1667,66.735,25,24.97939612,testing,1664,66.73,1667
v_MnaDFXhhEgs,626,26.146,24,23.94247686,testing,624,26.15,626
v_Mngqx9_VIEA,2986,99.68,30,29.95585875,testing,2976,99.68,2986
v_Mnhg-VEP69U,919,61.324,15,14.98597613,training,912,61.32,919
v_Mno1JV_6y_M,5405,183.35,29,29.47913826,validation,5392,183.35,5405
v_MnzVdvbvnMc,1303,52.18,25,24.97125335,training,1296,52.18,1303
v_Mo9-1cuMVtQ,2380,95.34200000000001,25,24.96276562,training,2384,95.34,2380
v_MoPg7NqyhLI,2094,69.94,30,29.93994853,training,2096,69.94,2094
v_MoSuxL57xRY,5411,225.745,24,23.96952313,validation,5408,225.75,5411
v_MoVZoCmkdjY,3839,160.17,24,23.9682837,training,3840,160.17,3839
v_MonWdYi3a0I,2340,78.14,30,29.94625032,testing,2336,78.14,2340
v_MpGK4SjpuGY,657,26.331999999999997,25,24.95063041,testing,656,26.33,657
v_MpM-4y7oPuU,2021,80.899,25,24.98176739,testing,2016,80.9,2021
v_MpeN-IVIBc4,2714,113.24,24,23.96679619,testing,2704,113.24,2714
v_Mpph0kFsyZ0,3608,120.44,30,29.95682498,validation,3600,120.44,3608
v_MpqXCbsqVNQ,5219,174.197,30,29.96033227,validation,5216,174.2,5219
v_MqQ9mgUb664,3427,114.45,30,29.94320664,training,3424,114.45,3427
v_MrUvJIAiyvk,1664,55.496,30,29.984143,testing,1664,55.5,1664
v_MrVj3D-DuJI,2046,81.96700000000001,25,24.961264899999996,validation,2048,81.97,2046
v_MrWfTznlveQ,458,18.37,25,24.93195427,testing,448,18.37,458
v_Ms6qkgx5fyk,4482,179.4,25,24.98327759,testing,4480,179.4,4482
v_MsBqlgdzeag,1344,56.05,24,23.97859054,training,1344,56.05,1344
v_MsalIjwP3no,1584,63.413999999999994,25,24.97871133,validation,1584,63.41,1584
v_Msj_JClcTZI,6008,200.551,30,29.95746718,testing,6000,200.55,6008
v_MssKmHxNPmw,837,27.980999999999998,30,29.91315536,testing,832,27.98,837
v_Mt42eefIErM,797,26.63,30,29.9286519,testing,800,26.63,797
v_MtFX7uTHwFQ,7037,234.894,30,29.95819391,validation,7040,234.89,7037
v_MtmQjudesdM,780,26.12,30,29.86217458,validation,784,26.12,780
v_Mu8-AwcMqaw,4382,146.309,30,29.95031064,training,4384,146.31,4382
v_MuOkEmd4Gp0,5582,223.37599999999998,25,24.98925578,training,5584,223.38,5582
v_Mv2L6HxB2dk,996,33.251,30,29.95398635,training,992,33.25,996
v_Mv2uecqTSdY,180,6.061,30,29.69806963,validation,176,6.06,180
v_MvKhjWRNTvI,4979,166.19,30,29.9596847,training,4976,166.19,4979
v_MvZFYjs80Y4,5247,209.979,25,24.98821311,validation,5248,209.98,5247
v_Mvl-TR0rDdA,1889,63.09,30,29.94135362,training,1888,63.09,1889
v_Mvw0hvMeM-w,5402,216.132,25,24.99398516,training,5392,216.13,5402
v_MwQTeFD0OKQ,6954,231.92,30,29.98447741,validation,6944,231.92,6954
v_Mw_AIqw6rfM,3226,129.17,25,24.97483936,training,3216,129.17,3226
v_MwkRK7A46P4,4687,187.547,25,24.99106891,training,4688,187.55,4687
v_Mx-rOsiQTos,5392,180.025,30,29.95139564,training,5392,180.03,5392
v_Mx6Gt14tnmY,4225,141.06,30,29.95179356,validation,4224,141.06,4225
v_MxKuqpxmKKk,5397,180.33,30,29.92846448,validation,5392,180.33,5397
v_MxYa4WTV8Zs,5700,190.125,30,29.98027613,training,5696,190.12,5700
v_MxZtYALqIrE,6981,232.989,30,29.96278794,training,6976,232.99,6981
v_MyMYuXh8E0Y,6713,226.34900000000002,30,29.65774092,training,6704,226.35,6713
v_MyPQ_e4dGDw,6519,217.571,30,29.96263289,training,6512,217.57,6519
v_MyqWp3ipXxA,6564,219.081,30,29.96152108,training,6560,219.08,6564
v_MysxDDxgHNo,413,13.815999999999999,30,29.89287782,training,416,13.82,413
v_Mz-yz0fQ_Hk,2540,101.66,25,24.98524493,validation,2544,101.66,2540
v_MzNI-qdQfQc,2670,107.021,25,24.94837462,validation,2656,107.02,2670
v_MzYA5oo-mzk,210,7.06,30,29.74504249,training,208,7.06,210
v_MzmOJ324rcM,1570,52.45399999999999,30,29.93098715,testing,1568,52.45,1570
v_Mzojo2EeWu8,4041,161.797,25,24.97574121,training,4032,161.8,4041
v_MzqovHjEKE4,1875,62.623999999999995,30,29.94059785,training,1872,62.62,1875
v_Mzt-E6pxuUI,2076,138.46,15,14.99349993,training,2080,138.46,2076
v_N-1b20gDnCM,5520,184.32,30,29.94791667,validation,5520,184.32,5520
v_N-6-MdxRg50,4029,134.49,30,29.95761767,training,4032,134.49,4029
v_N-92_rikI8U,3700,123.391,30,29.98597953,training,3696,123.39,3700
v_N-KiVTbKKyI,5091,169.924,30,29.96045291,testing,5088,169.92,5091
v_N-LaOcSqZaM,512,17.14,30,29.87164527,validation,512,17.14,512
v_N0DA6RpIf5Y,1133,37.872,30,29.91656105,training,1136,37.87,1133
v_N0mNYZaCJoQ,958,31.998,30,29.93937121,training,960,32.0,958
v_N1-TZnH0jy4,450,15.163,30,29.67750445,training,448,15.16,450
v_N1JcXEim40g,569,47.53,12,11.97138649,training,560,47.53,569
v_N1_pNhVqG20,5015,200.67,25,24.99127921,testing,4992,200.67,5015
v_N1c3C_Npr-E,1967,65.81,30,29.88907461,training,1968,65.81,1967
v_N2Eo_C-Ng4k,5102,212.765,24,23.97950791,testing,5104,212.76,5102
v_N2WxAkVh-C4,5320,177.58700000000002,30,29.95714776,validation,5312,177.59,5320
v_N2fTZV7pnEw,5247,209.97799999999998,25,24.98833211,training,5216,209.98,5247
v_N2hi_TNBk94,6665,222.447,30,29.96219324,validation,6656,222.45,6665
v_N2nNkWXYAYw,6402,213.67,30,29.96209108,training,6400,213.67,6402
v_N2zoVF76Pgg,5573,186.062,30,29.95238146,validation,5568,186.06,5573
v_N3UOyPU2t0E,4920,196.975,25,24.97778906,training,4912,196.97,4920
v_N3WVKg7Q2io,3080,102.87,30,29.94070186,training,3072,102.87,3080
v_N3rFdrfE3q8,1032,34.505,30,29.90870888,training,1024,34.51,1032
v_N3rlaQHKrXY,3796,126.82799999999999,30,29.9302993,testing,3792,126.83,3796
v_N3xWCui6fNY,1503,50.16,30,29.96411483,training,1504,50.16,1503
v_N49yT-kvXuw,4391,146.565,30,29.95940368,validation,4384,146.56,4391
v_N4Z9eYSu2uM,3862,128.918,30,29.95702695,training,3856,128.92,3862
v_N4qhryre_TE,5400,180.28,30,29.95340581,testing,5392,180.28,5400
v_N4wKdmmX0lk,1162,38.824,30,29.92994024,training,1152,38.82,1162
v_N5Dt3ycaun4,1427,48.20399999999999,30,29.60335242,testing,1424,48.2,1427
v_N5J9Zb07uuQ,5280,176.333,30,29.94334583,training,5280,176.33,5280
v_N5LZMH9mZVU,5737,191.29,30,29.99111297,testing,5728,191.29,5737
v_N5XBi-uPkAU,367,12.377,30,29.65177345,validation,368,12.38,367
v_N5x5VUK7Kx8,2144,71.657,30,29.92031483,validation,2128,71.66,2144
v_N6ERAg1EKcc,727,24.311999999999998,30,29.90292859,validation,720,24.31,727
v_N6HUPyM5m2o,259,8.71,30,29.73593571,training,256,8.71,259
v_N6vpa6BarX4,4430,184.65,24,23.99133496,training,4432,184.65,4430
v_N6y3yXiVo24,1050,35.063,30,29.94609703,training,1040,35.06,1050
v_N75m1Z4RqbA,3744,124.88,30,29.98078155,testing,3744,124.88,3744
v_N7kI8J6vfL8,2418,80.76,30,29.94056464,training,2416,80.76,2418
v_N7ppHQNikv8,1981,66.22399999999999,30,29.91362648,training,1984,66.22,1981
v_N7z9_g196z0,5609,187.24599999999998,30,29.95524604,training,5600,187.25,5609
v_N84ci0Imc30,2011,67.2,30,29.92559524,training,2000,67.2,2011
v_N88-LuWK_K0,3740,149.653,25,24.99114618,training,3744,149.65,3740
v_N8BlpYSpgg4,1301,52.153,25,24.94583245,validation,1296,52.15,1301
v_N8nv95D4-pw,1981,66.94,30,29.59366597,training,1968,66.94,1981
v_N8otQdjR96s,4564,182.625,25,24.99110198,training,4560,182.62,4564
v_N9LTq3gYmsI,1062,35.55,30,29.87341772,training,1040,35.55,1062
v_N9VOdVOiPNM,4049,135.19,30,29.95044012,testing,4048,135.19,4049
v_N9Zo5lRPHdw,1709,57.122,30,29.91842022,testing,1712,57.12,1709
v_N9iuF02-CwQ,6841,228.3,30,29.96495839,testing,6816,228.3,6841
v_N9xp9VbpklQ,711,23.778000000000002,30,29.9015897,validation,704,23.78,711
v_NA5siWQEegU,5642,225.745,25,24.99280161,testing,5632,225.75,5642
v_NA8fCmbHwU8,2096,83.89399999999999,25,24.98390827,training,2080,83.89,2096
v_NAfDr0se-9I,3141,125.69,25,24.9900549,testing,3136,125.69,3141
v_NAl-SP-92dI,6886,229.6,30,29.9912892,training,6880,229.6,6886
v_NB4IBjUmrcI,652,26.91,24,24.22891119,training,656,26.91,652
v_NBXH7A2EO7Q,3001,100.195,30,29.95159439,validation,2992,100.19,3001
v_NBawYEfglow,2557,85.38,30,29.94846568,validation,2560,85.38,2557
v_NCD5yDOzc5k,3735,149.54,25,24.97659489,testing,3712,149.54,3735
v_NCKTeRW3OhQ,1667,66.78,25,24.96256364,testing,1664,66.78,1667
v_NCvNIKw4EZ4,555,23.267,24,23.85352645,validation,560,23.27,555
v_ND41BOzqVoA,5753,191.89,30,29.98071812,testing,5744,191.89,5753
v_ND9mMyNjm5M,1951,78.09,25,24.98399283,validation,1952,78.09,1951
v_NDK0XQnsnmA,3893,129.963,30,29.95467941,validation,3888,129.96,3893
v_NDWJOqVUGeA,3588,149.7,24,23.96793587,training,3584,149.7,3588
v_NDq29HQJVP0,4900,163.56,30,29.95842504,testing,4896,163.56,4900
v_NDvp3JeVWcM,3768,125.81,30,29.94992449,training,3760,125.81,3768
v_NDyc4PZE954,5575,186.09,30,29.95862217,validation,5568,186.09,5575
v_NE-xkW0byCM,3720,148.91,25,24.98153247,testing,3712,148.91,3720
v_NE6SEdnVUh4,2290,76.39,30,29.97774578,training,2288,76.39,2290
v_NEKcJ0whvkg,3456,144.196,24,23.96737774,training,3456,144.2,3456
v_NEiu47xcJxc,6055,202.13,30,29.95596893,testing,6048,202.13,6055
v_NEthbdTgx-M,5936,237.517,25,24.99189532,training,5936,237.52,5936
v_NFErgnaSRRY,1956,78.298,25,24.98148101,validation,1952,78.3,1956
v_NFLa94V-knM,2550,85.148,30,29.9478555,testing,2544,85.15,2550
v_NG2WCtJ8DMA,680,22.733,30,29.91246206,testing,672,22.73,680
v_NGBaYycOQT0,730,29.28,25,24.93169399,validation,720,29.28,730
v_NGF0rQiDxNk,1155,38.57,30,29.94555354,training,1152,38.57,1155
v_NGiDXRIx1gk,5259,175.45,30,29.97435167,validation,5264,175.45,5259
v_NGk3v4sKqdg,4265,177.77,24,23.99167464,validation,4256,177.77,4265
v_NGvote9Y6gI,2345,79.76100000000001,29,29.400333500000002,training,2336,79.76,2345
v_NH0YKVu9F6U,5326,177.796,30,29.95567954,testing,5328,177.8,5326
v_NH2TVi42xDE,3867,129.196,30,29.93126722,validation,3872,129.2,3867
v_NHDjJ8auZQ0,3344,111.74,30,29.92661536,validation,3344,111.74,3344
v_NHYHcPe_Te8,3147,105.07,30,29.95146093,testing,3152,105.07,3147
v_NHznDFD3V3k,1465,61.21,24,23.93399771,validation,1456,61.21,1465
v_NI-TZyAxJU0,3758,150.373,25,24.99118858,training,3760,150.37,3758
v_NIJTz15ikgA,3408,136.46,25,24.97435146,validation,3408,136.46,3408
v_NIY1f2KcEe0,212,30.372,7,6.980113262000001,validation,208,30.37,212
v_NJQROeaBiVE,2654,88.654,30,29.93660749,training,2656,88.65,2654
v_NJRrhNrEMsk,6773,226.046,30,29.962927899999997,testing,6768,226.05,6773
v_NJjoTu1vS7A,5236,174.78,30,29.95766106,validation,5232,174.78,5236
v_NJuf9o45A8U,1685,67.5,25,24.96296296,training,1680,67.5,1685
v_NK0WynwKc34,591,19.714000000000002,30,29.97869534,training,576,19.71,591
v_NK5FWZ2BOQs,2776,92.787,30,29.9179842,validation,2768,92.79,2776
v_NKNgAE07TIQ,5071,169.25,30,29.96159527,training,5072,169.25,5071
v_NKQehrewXlM,3414,142.548,24,23.94982743,training,3408,142.55,3414
v_NKZzGiS5hv0,3158,131.774,24,23.96527388,training,3152,131.77,3158
v_NKblxYCeetg,5938,198.183,30,29.96220665,validation,5936,198.18,5938
v_NKf6zbwP-wU,2669,111.39,24,23.96085825,testing,2672,111.39,2669
v_NKnOCGiw048,2071,82.896,25,24.98311137,testing,2064,82.9,2071
v_NL6UDkBKrgM,1247,41.66,30,29.93278925,testing,1248,41.66,1247
v_NLCNBK2YJQU,3069,122.83,25,24.98575267,validation,3072,122.83,3069
v_NLTd7qCLT7o,4661,155.55100000000002,30,29.96444896,training,4640,155.55,4661
v_NLdhDlsMnxQ,1034,41.31,25,25.03025902,validation,1024,41.31,1034
v_NLdyQ1oMmAo,4527,151.12,30,29.9563261,validation,4528,151.12,4527
v_NLkJgnrKaKM,284,17.93,16,15.83937535,training,288,17.93,284
v_NLpWaffN3XM,6492,216.67,30,29.96261596,training,6496,216.67,6492
v_NLuNMeYBeoc,2918,97.46,30,29.94048841,validation,2912,97.46,2918
v_NM4nBojCSwQ,2245,74.93,30,29.96129721,training,2224,74.93,2245
v_NM7Vye5nxj8,1058,35.36,30,29.92081448,testing,1056,35.36,1058
v_NMBu3DIn1eg,6061,202.29,30,29.96193583,training,6064,202.29,6061
v_NMUdgvut9E8,3137,104.84,30,29.92178558,testing,3136,104.84,3137
v_NNKEE-015ZY,2186,91.14,24,23.985077899999997,training,2176,91.14,2186
v_NNZKinEXYc4,2700,90.14,30,29.95340581,validation,2704,90.14,2700
v_NNfAlym-xh8,4158,138.79,30,29.95893076,validation,4160,138.79,4158
v_NNiJfr_ChH4,2996,100.08,30,29.93605116,testing,2992,100.08,2996
v_NNqghz7Fd0M,3974,132.703,30,29.94657242,validation,3968,132.7,3974
v_NNuIaUFYGCE,1559,52.083,30,29.93299157,training,1552,52.08,1559
v_NO5J7RjTTTo,292,43.56100000000001,7,6.703243727,training,272,43.56,292
v_NOEpoA4Mjrw,2613,174.266,15,14.99431903,testing,2608,174.27,2613
v_NOGtIoZbEVg,4081,136.3,30,29.94130594,training,4080,136.3,4081
v_NOXPH0_y4Ww,6261,208.747,30,29.99324541,training,6256,208.75,6261
v_NOXkMlnZKYM,2009,67.11,30,29.93592609,testing,2000,67.11,2009
v_NOacQAV81Hw,1162,46.53,25,24.97313561,testing,1152,46.53,1162
v_NOxiMgQMeuk,3922,130.8,30,29.98470948,training,3920,130.8,3922
v_NPt1niJMbvE,503,16.86,30,29.83392645,training,496,16.86,503
v_NQ51aXtD6Q0,2905,96.99,30,29.9515414,training,2896,96.99,2905
v_NQOH_mu1-gQ,762,25.45,30,29.9410609,testing,752,25.45,762
v_NQOPahBcpSE,5129,171.22,30,29.95561266,validation,5120,171.22,5129
v_NQyAC1aweec,2321,77.416,30,29.9808825,training,2320,77.42,2321
v_NRaKsY2xtqU,415,13.909,30,29.83679632,testing,416,13.91,415
v_NRdxsuSCJyM,1860,62.114,30,29.94493995,training,1856,62.11,1860
v_NRhoHN8x_00,2520,84.15,30,29.94652406,training,2512,84.15,2520
v_NS8qkB39x9U,1917,64.04,30,29.93441599,training,1904,64.04,1917
v_NSITtemHdAs,3730,130.659,29,28.54759335,testing,3728,130.66,3730
v_NSMAftE6fb4,1154,38.546,30,29.93825559,validation,1152,38.55,1154
v_NSavdMErlYA,2507,104.51,24,23.98813511,training,2512,104.51,2507
v_NSdBL6HqlWk,4764,190.613,25,24.99304874,training,4768,190.61,4764
v_NSegylr0MBg,4372,145.938,30,29.95792734,training,4368,145.94,4372
v_NSi8DorB6L0,1189,39.73,30,29.927007300000003,training,1184,39.73,1189
v_NSxYVWGnNuY,3663,122.21,30,29.9729973,testing,3664,122.21,3663
v_NT0dXbWzt7w,1515,50.55,30,29.97032641,training,1504,50.55,1515
v_NTKUu3gpIr8,2976,119.21,25,24.96434863,testing,2976,119.21,2976
v_NTZ_mWvnHVY,4062,162.59,25,24.98308629,training,4048,162.59,4062
v_NU28ZSvyWGc,2045,85.35700000000001,24,23.95819909,testing,2048,85.36,2045
v_NURIoQoKk1E,4803,192.169,25,24.9936254,training,4800,192.17,4803
v_NURr5XJcwFs,1353,45.396,30,29.80438805,validation,1328,45.4,1353
v_NV2scxevYKk,6254,208.794,30,29.952968,training,6256,208.79,6254
v_NV9rPVAczy0,2486,103.631,24,23.98896083,testing,2480,103.63,2486
v_NVNUT5iwLtw,2532,101.43,25,24.96302869,training,2512,101.43,2532
v_NVR52Aed_7s,645,21.572,30,29.8998702,validation,640,21.57,645
v_NVTXHst6uh4,2648,88.329,30,29.97882915,testing,2640,88.33,2648
v_NVWk38z7f4U,5651,226.12,25,24.99115514,training,5648,226.12,5651
v_NVeTGvwk8y0,2624,87.61,30,29.95091884,training,2624,87.61,2624
v_NVj37t3AReg,1877,75.187,25,24.96442204,testing,1872,75.19,1877
v_NVnjzpoY1O8,1785,59.56,30,29.96977837,training,1776,59.56,1785
v_NVtRGWuiEP4,3842,153.74,25,24.99024327,training,3840,153.74,3842
v_NW42KGlKi_c,1823,60.883,30,29.94267694,training,1824,60.88,1823
v_NWaMWZUuTZc,1112,44.75,25,24.84916201,validation,1088,44.75,1112
v_NWbWuVtgt9Y,5350,223.19,24,23.970608,training,5344,223.19,5350
v_NXFnVeZen1U,1560,52.08,30,29.95391705,training,1552,52.08,1560
v_NYRlfaKwTag,5123,170.92,30,29.97308682,validation,5120,170.92,5123
v_NYhBaOJrxCM,2003,66.851,30,29.96215464,testing,2000,66.85,2003
v_NYwrSPaSQPI,857,59.35,14,14.43976411,testing,832,59.35,857
v_NZ5iioSnCO8,2057,68.708,30,29.93828957,training,2048,68.71,2057
v_NZskwwovSZI,1907,63.65,30,29.9607227,testing,1904,63.65,1907
v_N_FbnDY_2j8,452,30.186,15,14.97382893,training,448,30.19,452
v_N_gMG044zh4,6624,221.078,30,29.96227576,testing,6624,221.08,6624
v_N_o9Qp0FLVY,1678,56.05,30,29.93755575,training,1680,56.05,1678
v_N_um3L3w1uQ,593,39.591,15,14.9781516,validation,592,39.59,593
v_N_zbcVs419E,7119,237.63,30,29.95833859,training,7120,237.63,7119
v_NaN4aHalv-k,554,18.576,30,29.82342808,testing,544,18.58,554
v_NaTBiY3G3zc,5302,212.138,25,24.99316483,training,5296,212.14,5302
v_Nb6AQxxrihA,4489,149.769,30,29.97282482,testing,4480,149.77,4489
v_Nb87GFizCB8,14484,483.37,30,29.96462337,training,14480,483.37,14484
v_NbHdPDi4L_g,4935,164.584,30,29.98468867,testing,4928,164.58,4935
v_NbIxjYWSURI,6926,231.13,30,29.9658201,training,6928,231.13,6926
v_NbO4k5EtU4Y,2925,117.12,25,24.97438525,validation,2928,117.12,2925
v_NbTlXQLScRo,5396,180.16,30,29.95115453,training,5392,180.16,5396
v_NbdAUGbrWrE,2223,130.82,17,16.99281455,training,2224,130.82,2223
v_NbmseYFNIlA,1470,49.13,30,29.92061877,training,1472,49.13,1470
v_Nc71GzZhAHE,6389,213.229,30,29.96309132,training,6384,213.23,6389
v_Nc9yr4urskA,4017,160.72799999999998,25,24.99253397,testing,4016,160.73,4017
v_NcEWimHnC54,4445,148.376,30,29.9576751,training,4448,148.38,4445
v_NcTZ3wgdNOQ,6359,212.23,30,29.96277623,validation,6352,212.23,6359
v_Ncfysce-svA,1045,34.95,30,29.89985694,training,1040,34.95,1045
v_NcjQI0avKHE,6608,220.544,30,29.9622751,validation,6608,220.54,6608
v_NctohVMw1Kc,2519,84.126,30,29.94318047,testing,2512,84.13,2519
